,eventID,groupID,RP_hit_in_group,Max_line_no
354940,20172803,5,3,1
354944,20172805,2,3,1
354959,20172813,2,3,3
354962,20172814,5,3,1
354979,20172822,3,3,2
355018,20172840,2,3,1
355044,20172852,4,3,1
355065,20172862,1,3,2
355075,20172866,2,3,1
355087,20172872,2,3,1
355093,20172875,1,3,1
355144,20172899,1,3,1
355155,20172904,5,3,1
355180,20172916,4,3,4
355187,20172920,2,3,1
355243,20172946,5,3,1
355249,20172949,5,3,1
355263,20172955,4,3,1
355312,20172979,4,3,1
355321,20172983,5,3,1
355393,20173019,2,3,1
355410,20173028,4,3,1
355430,20173038,2,3,1
355433,20173039,5,3,5
355438,20173041,4,3,1
355439,20173042,1,3,1
355463,20173052,1,3,1
355518,20173075,4,3,1
355543,20173088,4,3,3
355545,20173089,5,3,1
355565,20173098,5,3,1
355569,20173100,4,3,1
355592,20173111,2,3,1
355593,20173111,4,3,1
355594,20173112,2,3,1
355614,20173122,5,3,2
355664,20173146,4,3,1
355682,20173155,5,3,1
355729,20173179,1,3,1
355767,20173197,2,3,1
355798,20173213,5,3,1
355817,20173225,1,3,2
355818,20173225,4,3,1
355824,20173228,4,3,1
355829,20173231,1,3,5
355867,20173248,1,3,4
355901,20173264,4,3,1
355931,20173281,2,3,1
355975,20173302,1,3,1
355979,20173304,2,3,1
356014,20173320,1,3,8
356027,20173326,5,3,1
356044,20173335,1,3,1
356053,20173339,2,3,1
356102,20173362,1,3,2
356105,20173363,2,3,6
356131,20173377,1,3,2
356145,20173386,4,3,1
356153,20173389,4,3,2
356163,20173394,4,3,3
356173,20173399,5,3,3
356197,20173411,2,3,1
356239,20173432,4,3,1
356251,20173439,1,3,1
356254,20173440,4,3,1
356256,20173441,4,3,5
356272,20173448,4,3,1
356288,20173456,2,3,3
356331,20173477,4,3,2
356378,20173499,5,3,2
356393,20173507,2,3,1
356402,20173511,4,3,1
356403,20173512,1,3,1
356435,20173526,5,3,5
356443,20173530,1,3,3
356503,20173557,4,3,1
356530,20173569,4,3,1
356555,20173583,1,3,2
356562,20173584,4,3,1
356569,20173588,1,3,1
356572,20173589,4,3,1
356573,20173589,6,3,1
356583,20173594,5,3,1
356630,20173616,5,3,1
356637,20173620,1,3,1
356686,20173644,5,3,1
356729,20173665,1,3,1
356778,20173689,1,3,3
356788,20173692,1,3,2
356795,20173694,5,3,1
356796,20173695,2,3,1
356857,20173722,5,3,3
356900,20173745,5,3,1
356948,20173770,2,3,1
356962,20173777,2,3,1
356964,20173778,1,3,1
356988,20173788,2,3,3
357004,20173795,5,3,1
357006,20173796,2,3,5
357030,20173807,2,3,1
357037,20173811,2,3,1
357039,20173812,2,3,3
357061,20173822,2,3,3
357110,20173844,1,3,1
357130,20173855,1,3,1
357187,20173881,5,3,1
357232,20173903,2,3,1
357244,20173909,2,3,1
357265,20173921,2,3,1
357315,20173947,3,3,1
357343,20173959,3,3,2
357346,20173960,5,3,1
357359,20173966,5,3,1
357387,20173980,1,3,1
357398,20173985,4,3,1
357446,20174007,2,3,2
357453,20174010,2,3,1
357454,20174010,4,3,1
357462,20174014,5,3,1
357544,20174058,2,3,1
357558,20174064,4,3,1
357568,20174069,5,3,1
357587,20174077,2,3,1
357615,20174090,2,3,1
357668,20174116,5,3,1
357677,20174120,2,3,1
357701,20174131,4,3,1
357703,20174132,4,3,1
357773,20174167,1,3,4
357802,20174180,2,3,1
357815,20174187,2,3,2
357845,20174202,2,3,1
357889,20174224,2,3,1
357907,20174232,1,3,1
357927,20174240,4,3,1
357928,20174241,1,3,2
357929,20174241,5,3,1
357935,20174244,5,3,1
357942,20174247,5,3,1
357958,20174256,1,3,1
358004,20174277,1,3,2
358005,20174277,5,3,1
358027,20174289,1,3,1
358062,20174307,2,3,1
358074,20174312,4,3,1
358123,20174336,4,3,1
358150,20174348,5,3,1
358161,20174354,1,3,1
358192,20174368,5,3,1
358206,20174375,1,3,1
358254,20174400,2,3,4
358260,20174402,4,3,1
358262,20174403,4,3,1
358266,20174405,5,3,1
358274,20174408,5,3,1
358280,20174411,2,3,1
358285,20174413,4,3,1
358309,20174423,1,3,1
358317,20174428,2,3,1
358347,20174442,5,3,2
358380,20174459,1,3,1
358416,20174476,1,3,1
358436,20174485,1,3,1
358443,20174487,5,3,1
358466,20174500,1,3,1
358471,20174502,1,3,1
358479,20174506,1,3,1
358501,20174517,2,3,1
358530,20174531,5,3,1
358538,20174536,5,3,1
358555,20174546,2,3,1
358563,20174549,6,3,1
358593,20174564,5,3,2
358602,20174570,2,3,1
358606,20174572,2,3,1
358669,20174602,1,3,1
358698,20174616,5,3,1
358750,20174641,5,3,1
358768,20174651,1,3,1
358815,20174673,5,3,1
358818,20174674,3,3,3
358828,20174678,1,3,2
358829,20174678,5,3,1
358837,20174683,2,3,1
358841,20174685,2,3,1
358878,20174704,2,3,1
358946,20174738,5,3,9
358971,20174751,5,3,5
358976,20174753,4,3,2
359022,20174775,5,3,2
359041,20174784,5,3,3
359042,20174785,2,3,1
359063,20174795,2,3,1
359075,20174801,2,3,1
359106,20174816,4,3,1
359158,20174843,2,3,1
359166,20174847,2,3,2
359176,20174852,1,3,1
359182,20174855,2,3,1
359226,20174874,4,3,1
359238,20174880,5,3,1
359249,20174886,2,3,1
359274,20174898,5,3,1
359297,20174908,5,3,1
359301,20174911,1,3,1
359318,20174917,5,3,1
359359,20174937,1,3,3
359374,20174944,4,3,1
359461,20174990,2,3,4
359514,20175015,2,3,2
359611,20175062,4,3,7
359617,20175065,1,3,1
359642,20175077,2,3,1
359686,20175098,1,3,1
359699,20175104,5,3,3
359724,20175116,5,3,2
359736,20175122,1,3,1
359754,20175131,1,3,3
359760,20175133,2,3,5
359799,20175152,2,3,1
359820,20175162,1,3,1
359822,20175162,5,3,4
359857,20175179,2,3,1
359867,20175185,1,3,2
359909,20175204,2,3,4
359912,20175205,2,3,1
359915,20175206,2,3,2
359916,20175206,3,3,3
359947,20175221,2,3,1
359953,20175224,2,3,1
360000,20175244,4,3,4
360009,20175248,1,3,3
360020,20175254,5,3,1
360041,20175266,2,3,1
360047,20175268,1,3,1
360063,20175276,2,3,1
360082,20175285,5,3,1
360090,20175289,4,3,1
360106,20175297,1,3,1
360153,20175320,5,3,1
360174,20175329,5,3,1
360177,20175331,1,3,5
360196,20175340,5,3,1
360198,20175341,4,3,1
360199,20175342,2,3,1
360215,20175350,2,3,1
360227,20175356,1,3,1
360264,20175374,5,3,1
360297,20175392,4,3,1
360299,20175393,5,3,1
360358,20175422,1,3,1
360381,20175432,5,3,1
360404,20175443,2,3,1
360413,20175447,4,3,1
360461,20175469,2,3,1
360481,20175478,5,3,1
360513,20175496,4,3,1
360540,20175510,2,3,1
360556,20175517,4,3,1
360598,20175535,5,3,1
360609,20175541,1,3,1
360663,20175567,2,3,1
360695,20175582,1,3,1
360699,20175584,2,3,1
360707,20175588,2,3,1
360710,20175589,4,3,1
360735,20175600,2,3,5
360768,20175616,1,3,1
360772,20175618,2,3,2
360816,20175639,5,3,1
360842,20175653,4,3,2
360892,20175676,5,3,1
360908,20175684,4,3,1
360935,20175699,1,3,1
360945,20175703,4,3,1
360947,20175704,5,3,1
360948,20175705,2,3,3
360958,20175710,2,3,1
360994,20175727,5,3,4
361062,20175759,5,3,1
361065,20175760,5,3,2
361124,20175788,1,3,2
361156,20175802,5,3,2
361167,20175808,2,3,2
361172,20175809,5,3,1
361204,20175824,4,3,2
361232,20175835,4,3,1
361235,20175837,2,3,1
361337,20175888,4,3,1
361341,20175890,4,3,1
361348,20175893,1,3,1
361430,20175932,2,3,2
361441,20175937,5,3,2
361452,20175943,1,3,1
361479,20175955,4,3,1
361498,20175964,2,3,1
361505,20175967,4,3,2
361529,20175980,1,3,4
361552,20175990,5,3,1
361594,20176011,5,3,1
361624,20176026,5,3,1
361640,20176036,5,3,1
361683,20176055,5,3,1
361709,20176068,2,3,4
361722,20176074,2,3,2
361726,20176076,4,3,1
361765,20176095,1,3,1
361773,20176098,4,3,1
361776,20176100,2,3,1
361789,20176107,5,3,1
361791,20176108,5,3,5
361855,20176139,2,3,2
361891,20176155,2,3,1
361898,20176158,2,3,3
361952,20176183,5,3,1
361953,20176184,2,3,1
361962,20176188,2,3,1
361977,20176195,4,3,2
361978,20176196,1,3,1
361987,20176200,1,3,4
361998,20176206,5,3,2
362003,20176209,2,3,1
362037,20176223,4,3,1
362067,20176238,1,3,1
362107,20176258,2,3,1
362126,20176269,2,3,1
362141,20176275,2,3,1
362158,20176282,3,3,2
362174,20176289,5,3,1
362180,20176292,4,3,4
362199,20176301,4,3,4
362200,20176301,5,3,4
362220,20176312,1,3,1
362233,20176318,4,3,1
362262,20176334,2,3,1
362282,20176343,5,3,1
362301,20176353,1,3,1
362305,20176354,5,3,1
362343,20176375,5,3,1
362344,20176376,2,3,1
362345,20176376,4,3,1
362347,20176377,4,3,1
362359,20176383,5,3,1
362363,20176385,5,3,1
362374,20176391,1,3,1
362376,20176391,3,3,3
362387,20176397,2,3,1
362389,20176398,2,3,1
362475,20176438,2,3,3
362476,20176438,3,3,3
362486,20176443,1,3,1
362527,20176462,2,3,1
362552,20176474,5,3,1
362555,20176477,2,3,3
362591,20176495,2,3,2
362600,20176498,5,3,1
362616,20176506,2,3,3
362645,20176522,2,3,1
362746,20176570,6,3,3
362752,20176573,4,3,4
362766,20176579,4,3,1
362773,20176583,1,3,1
362777,20176585,2,3,2
362802,20176597,1,3,2
362808,20176600,2,3,2
362812,20176602,1,3,1
362868,20176629,1,3,1
362869,20176629,5,3,1
362880,20176635,1,3,1
362904,20176647,4,3,1
362922,20176656,1,3,1
362927,20176658,4,3,3
362954,20176672,5,3,2
362996,20176693,2,3,1
363009,20176699,2,3,1
363023,20176705,2,3,1
363059,20176721,1,3,2
363069,20176725,4,3,1
363072,20176727,2,3,1
363108,20176744,2,3,1
363116,20176748,2,3,1
363117,20176748,4,3,1
363137,20176758,4,3,1
363195,20176786,5,3,1
363202,20176789,5,3,1
363234,20176806,1,3,1
363235,20176806,5,3,1
363258,20176816,2,3,2
363267,20176820,2,3,2
363277,20176825,2,3,1
363281,20176827,2,3,1
363302,20176837,5,3,1
363312,20176842,2,3,1
363327,20176849,1,3,1
363347,20176858,1,3,2
363357,20176863,1,3,1
363391,20176878,2,3,1
363400,20176882,4,3,4
363413,20176890,1,3,1
363417,20176892,1,3,1
363424,20176895,4,3,2
363432,20176898,5,3,4
363456,20176911,1,3,1
363496,20176928,1,3,1
363501,20176930,1,3,1
363506,20176932,5,3,1
363511,20176935,2,3,1
363577,20176965,4,3,3
363643,20176999,1,3,1
363646,20177000,5,3,1
363670,20177012,1,3,1
363688,20177021,2,3,1
363690,20177022,2,3,1
363718,20177035,1,3,1
363731,20177041,4,3,1
363746,20177049,1,3,2
363753,20177052,1,3,1
363754,20177052,5,3,1
363774,20177062,5,3,1
363790,20177069,5,3,1
363804,20177076,5,3,1
363813,20177081,5,3,1
363838,20177094,5,3,1
363848,20177099,2,3,1
363871,20177110,5,3,1
363876,20177112,4,3,1
363894,20177122,2,3,1
363948,20177150,5,3,1
363955,20177153,4,3,3
363957,20177153,6,3,2
363960,20177155,1,3,1
363993,20177171,4,3,1
364029,20177189,5,3,1
364033,20177191,5,3,1
364040,20177195,2,3,1
364075,20177210,1,3,1
364112,20177229,1,3,1
364124,20177234,5,3,6
364127,20177236,1,3,1
364131,20177237,5,3,1
364136,20177239,5,3,4
364154,20177248,1,3,2
364179,20177259,5,3,1
364195,20177268,2,3,2
364218,20177279,1,3,1
364240,20177290,5,3,1
364249,20177295,2,3,1
364264,20177301,4,3,1
364277,20177309,1,3,1
364281,20177310,4,3,7
364296,20177319,1,3,1
364304,20177322,1,3,4
364345,20177345,5,3,1
364370,20177356,2,3,1
364387,20177364,4,3,1
364388,20177365,1,3,4
364415,20177377,4,3,1
364478,20177411,5,3,1
364494,20177419,2,3,4
364507,20177426,1,3,1
364519,20177433,1,3,1
364557,20177450,2,3,1
364567,20177454,2,3,3
364581,20177460,4,3,3
364588,20177464,2,3,1
364603,20177472,1,3,1
364640,20177493,2,3,1
364667,20177506,5,3,1
364683,20177513,2,3,3
364737,20177537,4,3,1
364756,20177547,5,3,1
364806,20177571,5,3,1
364820,20177578,2,3,1
364822,20177579,1,3,2
364851,20177593,3,3,4
364865,20177599,5,3,1
364887,20177610,4,3,1
364898,20177615,4,3,1
364928,20177629,1,3,1
364955,20177641,4,3,1
364961,20177644,4,3,1
364978,20177654,2,3,1
364998,20177665,2,3,1
365002,20177666,5,3,4
365006,20177668,1,3,3
365044,20177688,2,3,1
365064,20177698,2,3,1
365065,20177698,4,3,4
365066,20177698,5,3,3
365070,20177699,5,3,1
365099,20177715,5,3,5
365106,20177719,2,3,1
365146,20177738,2,3,1
365157,20177742,1,3,1
365172,20177749,5,3,1
365239,20177782,5,3,1
365248,20177786,2,3,1
365273,20177798,5,3,1
365292,20177807,2,3,1
365301,20177811,5,3,2
365309,20177815,5,3,1
365358,20177837,4,3,1
365364,20177840,4,3,1
365401,20177859,4,3,1
365440,20177879,1,3,3
365441,20177879,2,3,4
365472,20177892,2,3,1
365495,20177903,2,3,2
365530,20177918,2,3,1
365576,20177942,2,3,1
365609,20177957,1,3,1
365616,20177960,4,3,1
365622,20177962,5,3,1
365661,20177984,1,3,4
365687,20177996,2,3,1
365722,20178013,1,3,1
365732,20178018,2,3,1
365858,20178078,5,3,1
365901,20178100,1,3,1
365949,20178122,2,3,3
365985,20178139,1,3,1
366028,20178160,2,3,1
366056,20178173,5,3,1
366101,20178194,5,3,1
366105,20178196,4,3,1
366109,20178198,1,3,1
366131,20178208,1,3,3
366147,20178214,5,3,1
366156,20178218,5,3,1
366159,20178220,2,3,1
366178,20178229,5,3,1
366201,20178240,1,3,1
366212,20178245,1,3,3
366215,20178245,5,3,1
366226,20178250,5,3,1
366238,20178257,5,3,1
366256,20178266,4,3,1
366364,20178319,1,3,1
366390,20178332,2,3,1
366403,20178338,2,3,1
366432,20178353,4,3,1
366502,20178385,2,3,1
366508,20178388,2,3,2
366515,20178391,5,3,1
366546,20178406,2,3,1
366573,20178419,1,3,7
366584,20178424,4,3,1
366610,20178436,4,3,1
366649,20178456,2,3,1
366693,20178477,5,3,1
366715,20178488,1,3,1
366721,20178490,5,3,1
366726,20178492,4,3,3
366729,20178493,4,3,1
366735,20178496,5,3,4
366739,20178498,2,3,1
366818,20178537,2,3,1
366834,20178545,2,3,1
366853,20178556,1,3,1
366859,20178559,2,3,1
366866,20178562,4,3,1
366916,20178584,5,3,1
366938,20178596,4,3,1
366942,20178598,2,3,1
366963,20178607,2,3,2
366964,20178607,4,3,2
366986,20178619,2,3,3
366995,20178623,5,3,1
367004,20178628,2,3,1
367013,20178632,4,3,1
367020,20178635,5,3,1
367028,20178639,4,3,1
367034,20178642,4,3,1
367062,20178657,4,3,3
367093,20178672,5,3,2
367102,20178676,4,3,1
367104,20178677,5,3,1
367108,20178679,5,3,1
367142,20178697,4,3,1
367164,20178707,2,3,1
367216,20178733,2,3,1
367228,20178738,5,3,3
367318,20178784,1,3,1
367319,20178784,5,3,1
367323,20178786,5,3,1
367335,20178792,4,3,1
367339,20178794,2,3,1
367369,20178810,1,3,1
367371,20178811,2,3,1
367404,20178827,4,3,1
367433,20178842,2,3,1
367434,20178842,4,3,1
367465,20178859,2,3,1
367473,20178863,3,3,6
367553,20178899,2,3,1
367634,20178937,2,3,1
367637,20178938,2,3,1
367657,20178948,2,3,1
367658,20178948,4,3,1
367717,20178975,5,3,1
367745,20178989,4,3,1
367755,20178994,4,3,1
367758,20178996,2,3,1
367767,20179000,5,3,1
367782,20179007,5,3,1
367827,20179028,4,3,1
367831,20179030,4,3,1
367839,20179034,4,3,1
367870,20179051,5,3,1
367896,20179064,2,3,1
367923,20179076,2,3,3
367961,20179095,2,3,1
367976,20179102,1,3,1
368005,20179117,5,3,1
368054,20179141,2,3,1
368087,20179155,2,3,1
368174,20179198,4,3,1
368181,20179203,1,3,1
368215,20179220,1,3,1
368227,20179225,5,3,2
368246,20179235,5,3,1
368251,20179238,1,3,1
368268,20179247,4,3,1
368293,20179259,4,3,1
368320,20179273,2,3,1
368354,20179288,5,3,4
368364,20179293,4,3,1
368457,20179340,5,3,4
368504,20179361,4,3,1
368505,20179362,2,3,4
368539,20179378,5,3,1
368546,20179382,2,3,1
368568,20179392,4,3,1
368602,20179408,2,3,1
368611,20179412,5,3,1
368619,20179416,2,3,1
368642,20179426,5,3,1
368658,20179433,2,3,1
368667,20179437,1,3,1
368671,20179439,2,3,1
368690,20179448,4,3,1
368726,20179466,2,3,1
368753,20179478,2,3,1
368797,20179499,4,3,1
368862,20179531,1,3,1
368917,20179557,4,3,1
368921,20179559,2,3,4
368964,20179579,4,3,1
368967,20179581,2,3,1
368977,20179585,5,3,1
368990,20179592,2,3,1
369028,20179612,2,3,3
369085,20179639,2,3,1
369101,20179648,2,3,1
369116,20179656,4,3,1
369154,20179676,5,3,2
369157,20179678,2,3,1
369165,20179682,2,3,1
369195,20179696,4,3,1
369228,20179711,4,3,1
369261,20179726,2,3,1
369263,20179728,1,3,1
369294,20179740,5,3,2
369300,20179743,4,3,1
369307,20179747,1,3,1
369314,20179749,5,3,1
369321,20179752,5,3,2
369322,20179752,6,3,1
369416,20179797,5,3,7
369435,20179809,1,3,1
369476,20179829,1,3,1
369490,20179836,2,3,1
369495,20179838,1,3,1
369578,20179881,1,3,1
369591,20179888,5,3,1
369595,20179890,5,3,1
369604,20179895,4,3,1
369620,20179902,5,3,1
369645,20179915,2,3,1
369686,20179935,6,3,3
369714,20179949,5,3,1
369717,20179951,1,3,4
369718,20179951,2,3,3
369745,20179963,2,3,1
369772,20179975,5,3,1
369802,20179990,4,3,1
369877,20180026,4,3,1
369919,20180047,4,3,1
370017,20180095,2,3,1
370041,20180106,2,3,1
370059,20180115,5,3,4
370062,20180117,2,3,1
370096,20180134,2,3,1
370106,20180138,5,3,1
370112,20180141,2,3,2
370113,20180141,3,3,1
370121,20180145,1,3,2
370181,20180171,5,3,1
370224,20180192,5,3,1
370243,20180201,2,3,1
370286,20180222,2,3,1
370292,20180224,4,3,1
370325,20180242,2,3,1
370338,20180248,5,3,1
370385,20180273,1,3,1
370467,20180314,1,3,1
370476,20180318,1,3,1
370503,20180330,1,3,1
370524,20180341,1,3,1
370567,20180362,2,3,2
370619,20180385,5,3,1
370623,20180387,5,3,1
370656,20180402,3,3,2
370685,20180417,1,3,1
370689,20180419,2,3,1
370736,20180444,2,3,1
370748,20180450,1,3,2
370754,20180453,2,3,1
370788,20180468,1,3,1
370809,20180477,5,3,1
370843,20180493,1,3,1
370881,20180508,5,3,1
370914,20180524,1,3,1
370928,20180531,1,3,1
370995,20180563,5,3,1
370996,20180564,1,3,1
371033,20180580,5,3,1
371055,20180591,1,3,1
371056,20180591,4,3,1
371065,20180596,2,3,1
371084,20180604,4,3,1
371097,20180611,2,3,1
371109,20180617,2,3,1
371113,20180619,2,3,1
371170,20180645,5,3,1
371190,20180655,1,3,1
371206,20180661,2,3,2
371232,20180676,1,3,2
371234,20180676,6,3,4
371262,20180689,1,3,3
371271,20180692,4,3,1
371274,20180694,1,3,2
371342,20180727,1,3,1
371364,20180737,2,3,4
371394,20180751,5,3,1
371434,20180770,5,3,1
371516,20180813,5,3,1
371528,20180819,5,3,2
371548,20180828,5,3,1
371562,20180835,1,3,1
371570,20180838,2,3,1
371584,20180845,1,3,2
371590,20180848,2,3,1
371593,20180849,2,3,1
371613,20180857,4,3,1
371615,20180858,5,3,1
371628,20180865,1,3,8
371630,20180866,1,3,4
371641,20180870,4,3,4
371677,20180891,2,3,1
371684,20180893,5,3,1
371698,20180901,1,3,1
371736,20180919,3,3,1
371770,20180936,5,3,1
371827,20180962,4,3,4
371878,20180986,2,3,1
371879,20180986,4,3,1
371891,20180992,1,3,1
371902,20180997,2,3,1
371949,20181019,5,3,1
371969,20181029,2,3,1
372037,20181062,4,3,1
372044,20181066,2,3,1
372056,20181072,1,3,1
372065,20181076,4,3,1
372097,20181093,2,3,1
372108,20181098,2,3,1
372109,20181098,4,3,2
372228,20181153,2,3,1
372237,20181157,5,3,1
372239,20181158,4,3,4
372246,20181162,2,3,1
372277,20181177,2,3,1
372306,20181190,2,3,3
372307,20181190,3,3,2
372308,20181190,4,3,5
372315,20181193,4,3,1
372328,20181199,1,3,1
372345,20181207,1,3,1
372355,20181213,4,3,1
372381,20181225,5,3,1
372390,20181230,2,3,1
372412,20181240,1,3,1
372449,20181257,4,3,1
372452,20181258,5,3,1
372459,20181262,2,3,1
372461,20181263,1,3,1
372552,20181307,4,3,1
372595,20181328,5,3,1
372616,20181339,5,3,1
372632,20181347,5,3,1
372661,20181362,5,3,1
372700,20181381,2,3,2
372704,20181383,2,3,1
372709,20181385,1,3,1
372720,20181390,5,3,2
372734,20181396,1,3,1
372757,20181408,4,3,1
372822,20181440,5,3,1
372824,20181441,5,3,3
372844,20181452,1,3,1
372870,20181465,2,3,1
372899,20181478,4,3,2
372923,20181491,2,3,1
372927,20181493,1,3,1
372971,20181509,5,3,1
372979,20181513,2,3,1
372993,20181520,4,3,1
373005,20181526,4,3,1
373021,20181535,2,3,1
373026,20181537,1,3,1
373040,20181543,4,3,4
373067,20181557,2,3,1
373111,20181579,2,3,1
373146,20181595,4,3,1
373176,20181610,2,3,1
373219,20181631,5,3,1
373235,20181640,1,3,2
373253,20181647,5,3,1
373264,20181653,2,3,1
373270,20181655,5,3,1
373285,20181662,5,3,2
373291,20181665,2,3,1
373292,20181665,4,3,1
373300,20181668,5,3,1
373336,20181685,1,3,1
373359,20181695,1,3,3
373360,20181695,5,3,8
373432,20181729,1,3,1
373433,20181729,2,3,3
373434,20181729,3,3,1
373460,20181742,4,3,1
373549,20181782,2,3,1
373574,20181793,4,3,5
373583,20181797,1,3,1
373665,20181835,5,3,2
373669,20181837,2,3,1
373688,20181846,2,3,1
373693,20181848,4,3,1
373711,20181855,4,3,1
373720,20181859,2,3,1
373726,20181862,4,3,5
373759,20181877,5,3,1
373791,20181896,2,3,1
373807,20181904,5,3,2
373888,20181941,4,3,2
373896,20181944,5,3,1
373909,20181951,2,3,1
373959,20181976,2,3,1
373960,20181976,4,3,1
373965,20181979,1,3,1
373982,20181986,2,3,1
373988,20181988,2,3,1
373990,20181988,5,3,3
373996,20181991,2,3,1
374009,20181997,2,3,2
374025,20182005,1,3,1
374094,20182040,1,3,1
374148,20182065,5,3,1
374160,20182072,5,3,1
374162,20182073,5,3,2
374191,20182088,4,3,3
374200,20182092,2,3,1
374215,20182099,4,3,3
374219,20182101,1,3,1
374228,20182105,5,3,1
374242,20182112,4,3,1
374299,20182140,4,3,1
374344,20182163,5,3,1
374375,20182178,5,3,1
374384,20182183,2,3,1
374429,20182205,2,3,1
374517,20182248,2,3,1
374552,20182264,5,3,1
374589,20182283,5,3,1
374617,20182296,4,3,1
374623,20182299,1,3,1
374637,20182306,4,3,2
374687,20182331,2,3,1
374737,20182355,4,3,1
374750,20182361,5,3,1
374780,20182377,2,3,1
374800,20182389,1,3,1
374807,20182392,4,3,1
374820,20182399,5,3,3
374863,20182419,5,3,1
374877,20182426,1,3,1
374916,20182443,1,3,3
374935,20182452,5,3,1
374943,20182457,1,3,1
374957,20182463,2,3,1
374977,20182472,1,3,1
375002,20182483,5,3,1
375038,20182501,5,3,1
375071,20182517,1,3,1
375091,20182526,5,3,4
375102,20182531,4,3,2
375120,20182539,2,3,2
375132,20182545,1,3,1
375212,20182585,4,3,4
375215,20182587,2,3,2
375221,20182589,5,3,3
375241,20182599,4,3,1
375243,20182600,5,3,1
375252,20182605,2,3,1
375270,20182614,1,3,1
375272,20182615,2,3,1
375317,20182637,5,3,4
375328,20182642,1,3,1
375338,20182645,2,3,2
375350,20182650,3,3,3
375369,20182661,2,3,1
375446,20182701,4,3,1
375462,20182709,5,3,1
375502,20182729,1,3,2
375524,20182740,2,3,1
375551,20182753,1,3,2
375606,20182777,4,3,1
375611,20182780,1,3,1
375698,20182818,4,3,1
375709,20182825,1,3,1
375730,20182837,4,3,1
375752,20182847,4,3,1
375762,20182851,2,3,2
375794,20182867,1,3,1
375818,20182879,2,3,1
375819,20182879,4,3,1
375825,20182882,5,3,1
375851,20182895,5,3,1
375861,20182900,2,3,1
375864,20182901,4,3,1
375866,20182902,5,3,1
375882,20182910,2,3,1
375943,20182939,1,3,3
375946,20182940,5,3,1
375992,20182962,2,3,1
376002,20182967,4,3,1
376003,20182967,5,3,1
376041,20182985,4,3,1
376050,20182990,1,3,1
376063,20182996,6,3,2
376069,20182999,1,3,1
376085,20183006,1,3,1
376099,20183012,5,3,1
376112,20183019,2,3,1
376143,20183035,1,3,1
376161,20183044,2,3,1
376177,20183054,2,3,1
376243,20183085,1,3,1
376251,20183088,5,3,2
376288,20183106,5,3,1
376301,20183113,1,3,1
376321,20183121,5,3,1
376332,20183126,4,3,1
376336,20183128,2,3,3
376343,20183130,2,3,4
376354,20183135,1,3,1
376368,20183140,5,3,1
376374,20183143,4,3,1
376416,20183163,1,3,1
376448,20183178,5,3,1
376457,20183183,2,3,2
376472,20183189,5,3,2
376475,20183191,1,3,1
376483,20183195,1,3,1
376541,20183222,5,3,1
376572,20183238,1,3,1
376591,20183248,5,3,2
376619,20183262,5,3,1
376624,20183265,2,3,1
376628,20183267,2,3,1
376635,20183270,4,3,2
376637,20183271,5,3,1
376644,20183275,2,3,1
376647,20183276,4,3,1
376665,20183285,4,3,1
376775,20183337,5,3,1
376778,20183339,1,3,3
376806,20183353,2,3,2
376854,20183376,2,3,1
376913,20183404,1,3,2
376926,20183411,5,3,1
376928,20183412,4,3,1
376935,20183415,4,3,5
376936,20183415,5,3,2
376955,20183424,2,3,1
376958,20183425,4,3,2
377076,20183479,1,3,2
377092,20183485,5,3,1
377108,20183491,3,3,3
377140,20183507,1,3,1
377162,20183519,1,3,1
377183,20183528,4,3,1
377221,20183547,2,3,1
377230,20183551,5,3,1
377262,20183568,4,3,1
377273,20183574,1,3,5
377275,20183574,3,3,2
377276,20183575,1,3,1
377301,20183588,1,3,1
377360,20183613,2,3,1
377362,20183613,4,3,1
377381,20183622,2,3,3
377390,20183626,2,3,1
377414,20183637,2,3,2
377451,20183655,2,3,1
377498,20183676,2,3,1
377528,20183690,4,3,1
377591,20183720,3,3,1
377595,20183721,5,3,1
377612,20183731,1,3,1
377632,20183742,2,3,1
377663,20183757,1,3,3
377665,20183758,1,3,1
377667,20183759,2,3,1
377676,20183763,4,3,1
377703,20183777,2,3,2
377704,20183777,4,3,1
377715,20183783,5,3,4
377716,20183784,2,3,5
377718,20183784,5,3,1
377730,20183792,2,3,1
377743,20183797,5,3,1
377842,20183844,4,3,1
377847,20183847,1,3,1
377848,20183847,5,3,1
377866,20183857,1,3,5
377920,20183882,4,3,10
377933,20183891,2,3,1
377959,20183904,1,3,1
378004,20183925,5,3,3
378015,20183930,4,3,1
378089,20183965,5,3,1
378094,20183968,2,3,1
378097,20183969,5,3,1
378107,20183975,5,3,1
378128,20183986,2,3,1
378140,20183992,2,3,1
378149,20183996,5,3,1
378158,20184000,2,3,4
378162,20184002,4,3,1
378173,20184008,2,3,1
378209,20184026,1,3,1
378231,20184035,4,3,1
378357,20184097,5,3,1
378439,20184137,2,3,1
378451,20184143,2,3,1
378463,20184149,1,3,3
378466,20184150,5,3,1
378483,20184159,2,3,1
378489,20184163,2,3,2
378497,20184166,5,3,3
378504,20184170,1,3,1
378512,20184173,5,3,1
378516,20184175,5,3,1
378530,20184182,4,3,4
378553,20184192,2,3,1
378560,20184197,1,3,1
378567,20184201,1,3,1
378568,20184201,5,3,1
378578,20184206,5,3,1
378582,20184208,5,3,3
378585,20184210,1,3,1
378632,20184232,1,3,1
